,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lieferant,Ursprungsregion,Pfand,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Frischegarantie (mindestens),Gekühlt (+2 bis +7°C) mind. haltbar bis,Eigenschaften,Ursprungsland,Informationen zum Angebot,Lagerung,Kann Spuren enthalten von ,Abtropfgewicht,davon Stärke,Beschreibung,Hinweis zur Frischegarantie,Einfach ungesättigte Fettsäuren,EInlage Currywurstscheiben,Bruttogewicht,Bei Raumtemperatur lichtgeschützt aufbewahren. Nach dem Öffnen kühl (max. +7°C) lagern und innerhalb von 2 Tagen aufbrauchen. Mindestens haltbar bis,Hinweis,davon Polyole,mehrfach ungesättigte Fettsäuren
29,BIO COMPANY Bio Kokoswasser aus Kokosnusswasserkonzentrat,"1,59€","Erfrischender Durstlöscher mit mildem, leicht süßlichem Geschmack, am besten gekühlt genießen - perfekt für unterwegs. Aus Kokosnusswasserkonzentrat. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52641-bio-company-bio-company-bio-kokoswasser-aus-kokosn/,https://bilder.kolonial.no/local_products/e341e317-7422-45c5-b2d1-677f571c3e66.jpg?auto=format&fit=max&w=1000&s=775e9981eb75370c358182435703e32b,0.26 g,0.70 g,,2.60 g,3.70 g,,0 g,79 kJ / 19 kcal,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",Deutschland,,100 % Kokoswasser aus Kokosnusswasserkonzentrat*,330 Milliliter,täglich,Schnelle Küche,Frische Säfte & Smoothies,oda,,,Bio-Produkt,,,,,,,,,,,,,,,
30,Innocent Kokosnusswasser,"2,69€","Pures 100% Kokosnusswasser aus Fairtrade-Kokosnüssen. Frei von Konservierungsstoffen und anderen Zusatzstoffen. Kein zugefügter Zucker, kein zugefügtes Wasser. , innocent Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47838-innocent-innocent-kokosnusswasser/,https://bilder.kolonial.no/local_products/09f332bb-fdb1-4037-b6a2-192995a6fec0.jpg?auto=format&fit=max&w=516&s=02fda07e12ea4dad86cb46735314e5ee,0.07 g,0 g,,2.20 g,3.50 g,0 g,0 g,60 kJ / 14 kcal,"innocent Deutschland GmbH, Oskar-von-Miller-Ring 20, D-80333 München, Deutschland",Philippinen,,100% Fair Trade** Kokosnusssaft (Direktsaft). **Fair Trade Certified bay Fair Trade USA ,500 Milliliter,täglich,Schnelle Küche,Frische Säfte & Smoothies,oda,,,,,,,,,,,,,,,,,,
31,Voelkel Shot Ingwer & Kurkuma,"3,99€","6x Immunkraft für deinen Tag: der Ingwer Shot mit natürlichem Vitamin C aus Acerola, fruchtig-herb durch Orange und Kurkuma , Voelkel GmbH Naturkostsafterei hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44306-demeter-voelkel-shot-ingwer-kurkuma/,https://bilder.kolonial.no/local_products/795f3966-7d7b-47b1-9a41-45015039a90c.jpg?auto=format&fit=max&w=313&s=a6558bfa3ba84364516ec5c641df4501,,0.80 g,,6 g,6 g,,,163 kJ / 39 kcal,"Voelkel GmbH Naturkostsafterei, Fährstr. 1, D-29478 Höhbeck / OT Pevestorf, Deutschland",Deutschland,,"Orangensaft** 74%, Acerolamark* 10%, Ingwersaft** 10%, Kurkumasaft** 5%, Zitronensaft**, Pfeffer* 0,01%. **aus biodynamischer Erzeugung *aus kontrolliert ökologischer Erzeugung","0,28 Liter",täglich,Schnelle Küche,Frische Säfte & Smoothies,oda,,,Bio-Produkt,,,,,,,,,,,,,,,
32,Voelkel Shot Ingwer,"3,99€","6x Immunkraft für deinen Tag: der Ingwer Shot mit natürlichem Vitamin C aus Acerola, frisch und scharf im Geschmack , Voelkel GmbH Naturkostsafterei hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46590-demeter-voelkel-shot-ingwer/,https://bilder.kolonial.no/local_products/3a27f595-7a80-47bb-a1b5-ac41aa2d5249.jpg?auto=format&fit=max&w=313&s=a502a70851896a54e18855b462830387,,0.50 g,,9 g,9 g,,,172 kJ / 41 kcal,"Voelkel GmbH Naturkostsafterei, Fährstr. 1, D-29478 Höhbeck / OT Pevestorf, Deutschland",Deutschland,,"Apfelsaft** 78%, Acerolamark* 10%, Ingwersaft** 10%, Zitronensaft**. *aus kontrolliert ökologischer Erzeugung **aus biodynamischer Erzeugung","0,28 Liter",täglich,Schnelle Küche,Frische Säfte & Smoothies,oda,,,Bio-Produkt,,,,,,,,,,,,,,,
33,Hohes C Super Shots Immun,"2,49€","0,33 Hohes C SuperShots Immun

Vitamin C trägt zur normalen Funktion des Immunsystems bei.

Vitamin D trägt zur normalen Funktion des Immunsystems bei.

Zink trägt zu einer normalen Funktion des Immunsystems bei. , Eckes-Granini Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42459-hohes-c-hohes-c-super-shots-immun-einweg-mit-pfand/,https://bilder.kolonial.no/local_products/e677e894-ed47-46d5-9c25-32fd9e3446b7.jpg?auto=format&fit=max&w=392&s=16c9467024d7a84c8580c9d843073220,0.01 g,0.50 g,,8.70 g,9 g,0.10 g,0.50 g,171 kJ / 41 kcal,"Eckes-Granini Deutschland GmbH, Ludwig-Eckes-Platz 1, 55266 Nieder-Olm, Deutschland",,"+ 0,25 €","Mehrfruchtsaft aus Fruchtsaftkonzentraten (Apfel 51%, Orange 25%, Acerola 9%, Zitrone), Mango- 10% und Ingwerpüree 4%, Madagaskar Ingwerextrakt 0,07%, Kurkumaextrakt 0,02%, Zinklaktat, Vitamin D","0,33 Liter",täglich,Schnelle Küche,Frische Säfte & Smoothies,oda,,,,Deutschland,,,,,,,,,,,,,,
34,Kanne Brottrunk Bio,"2,59€","Für eine gute Gesundheit. Ein Garprodukt mit lebenden Milchsäurebakterien, welche aus dem Fermentationsprozess von Bio Vollkornbrot, hauseigenem Natursauerteig sowie Wasser entstehen. Kann Brottrunk enthält Vitamin B12. Vitamin B12 trägt zur normalen Funktion des Immunsystems bei. , Kanne Brottrunk GmbH & Co. Betriebsgesellschaft KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47056-kanne-kanne-brottrunk-bio/,https://bilder.kolonial.no/local_products/8d74e0cf-0e41-460d-9331-016e07a70ec5.jpg?auto=format&fit=max&w=300&s=007cb04a313ff794d2269347323cf105,0.15 g,,,0 g,0 g,,,15 kJ / 4 kcal,"Kanne Brottrunk GmbH & Co. Betriebsgesellschaft KG, Bahnhofstr. 68, 59379 Selm-Bork, Deutschland",Deutschland,,"Quellwasser, Vollkornbrot (ROGGENVOLLKORNMEHL*, Wasser, WEIZENVOLLKORNMEHL*, Natursauerteig [ROGGENVOLLKORNMEHL*, Wasser], Salz, HAFERVOLLKORNMEHL*). *Zutaten aus biologischem Anbau. ","0,75 Liter",täglich,Schnelle Küche,Frische Säfte & Smoothies,oda,,,Bio-Produkt,,,,,,,,,,,,,,,
35,Goldmarie Kartoffelsalat nach Hausfrauenart,"2,75€","Kartoffelsalat nach Hausfrauenart mit Lyoner und Ei. , Heinrich Kuhlmann GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42973-goldmarie-goldmarie-kartoffelsalat-nach-hausfrauen/,https://bilder.kolonial.no/local_products/f03c1d8f-8156-46b1-9b42-64e0faeb176e.jpg?auto=format&fit=max&w=1000&s=869f9c8b529588d6453479e164043b6a,1.10 g,3.60 g,,5 g,5 g,13 g,13 g,818 kJ / 196 kcal,"Heinrich Kuhlmann GmbH, Im Thüle 26, 33397 Rietberg, Deutschland",,,"Kartoffeln 48%, Rapsöl, EIER 8%, Lyoner 8% (Schweinefleisch, Speck, Trinkwasser, Speisesalz, Dextrose, Säureregulator: Natriumcitrate, Maltodextrin, Gewürze, Antioxidationsmittel: Ascorbinsäure, Farbstoff: Echtes Karmin), Gurken, Zucker, Branntweinessig, Zwiebeln, SENFSAATEN, EIGELB, Speisesalz, Gewürze, Zwiebeln, Sonnenblumenöl, Verdickungsmittel: Xanthan, Säuerungsmittel: Essigsäure. ",400 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,5 Tage,,,,,,,,,,,,,,,,,
36,Goldmarie Norddeutscher Nudelsalat,"2,75€","Norddeutscher Nudelsalat mit Lyoner und Mandarinen. , Heinrich Kuhlmann GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43715-goldmarie-goldmarie-norddeutscher-nudelsalat/,https://bilder.kolonial.no/local_products/002c15bc-dbca-49bc-98b7-e1ec8d6f6fa7.jpg?auto=format&fit=max&w=1000&s=4e235f446c7b0accb8f570b6925e3a75,0.80 g,3.20 g,,8.60 g,8.60 g,14 g,14 g,893 kJ / 213 kcal,"Heinrich Kuhlmann GmbH, Im Thüle 26, 33397 Rietberg, Deutschland",,,"Nudeln gegart 40% (Trinkwasser HARTWEIZENGRIEß, WEIZENMEHL, VOLLEI, Speisesalz), Rapsöl, Trinkwasser, Zucker, EIER, Lyoner 5% (Schweinefleisch, Speck, Trinkwasser, Speisesalz, Dextrose, Säureregulator: Natriumcitrate, Maltodextrin, Gewürze, Antioxidationsmittel: Ascorbinsäure, Farbstoff: Echtes Karmin), Mandarinen 5%, Branntweinessig, Gurken, SAHNE, Speisesalz, EIGELB, Orangensaftkonzentrat, modifizierte Stärke, natürliches Aroma, färbender Karottenextrakt, Verdickungsmittel: Guarkernmehl, Xanthan; Farbstoff: Paprikaextrakt, Säuerungsmittel: Essigsäure. ",400 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,5 Tage,,,,,,,,,,,,,,,,,
37,BIO COMPANY Bio Hummus mit Kürbis und Sesam,"2,09€"," , Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.",https://oda.com//de/products/52674-bio-company-bio-company-bio-hummus-mit-kurbis-und/,https://bilder.kolonial.no/local_products/a98aab59-4b2b-476b-9c6f-211d29c1e5a2.jpg?auto=format&fit=max&w=450&s=57f47b46dcb1fd1113d69a6e046934c9,,,,,,,,,"BIO COMPANY, Rheinstraße 45-46, 12161 Berlin, Deutschland",Deutschland,,,150 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,Bio-Produkt,,,,,,,,,,,,,,,
38,Deutsche See Riesengarnele BBQ,"2,42€","RGarn HONC BBQ PF SB , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55106-deutsche-see-deutsche-see-riesengarnele-bbq/,https://bilder.kolonial.no/local_products/998d8209-91d2-4fe3-bb5d-435e45e58eba.jpg?auto=format&fit=max&w=400&s=ac232d9ae7cfd30b26760614fafa9262,2.40 g,16 g,,0.20 g,0.70 g,1.20 g,11.10 g,718 kJ / 172 kcal,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",Deutschland,,"87% Vorgekochte Garnelen (GARNELEN*, Säureregulatoren: Essigsäure, Milchsäure, Citronensäure), Salz, Antioxidationsmittel: NATRIUMMETABISULFIT), 13% Marinade (Rapsöl, Gewürze (schwarzer Pfeffer, Paprikapulver, SENFKÖRNER, Cayennepfeffer, Kurkuma, Nelke), Salz, ganz gehärtetes Rapsöl, Apfelextrakt, Dextrose, Hefeextrakt, SENFPULVER, Paprikaöl, Knoblauchpulver, Kräuter (Petersilie, Lorbeer), Aromen (Raucharoma, natürliches Zwiebelaroma), Kartoffelstärke, Zucker, Maltodextrin, hydrolysiertes Rapsprotein). ",200 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,2 Tage,,,,"Maximal 20 pro Person. Das Angebot ist gültig bis zum 30. April und solange der Vorrat reicht. Beachte bitte, dass Rabatte auf Produkte nicht reserviert werden, wenn du sie deinem Einkaufswagen hinzufügst. Sie gelten erst, wenn du den Zahlungvorgang abgeschlossen hast.",,,,,,,,,,,,,
39,Zum Dorfkrug Salatsauce American,"2,19€","Zum Dorfkrug American Salatsauce 250ml , Zum Dorfkrug Handel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42182-zum-dorfkrug-zum-dorfkrug-salatsauce-american/,https://bilder.kolonial.no/local_products/84e99166-563a-47c6-93ba-51a8ec89c8d4.jpg?auto=format&fit=max&w=457&s=ac4bf5edef9fbd25eaefac7edf18c525,2.30 g,0.70 g,,10.70 g,11.90 g,1.80 g,24 g,1102 kJ / 267 kcal,"Zum Dorfkrug Handel GmbH & Co. KG, Rudolf-Diesel-Straße 6-10, 21629 Neu Wulmstorf, Deutschland",,,"Wasser, Rapsöl, Zucker, 5 % Bio Balsamico Bianco (Weinessig, konzentrierter
Traubenmost), SENF (Wasser, SENFSAATEN, Branntweinessig, Salz),
Orangensaftkonzentrat, Tomatenmark zweifach konzentriert, Salz, EIGELB,
modifizierte Stärke, Verdickungsmittel: Xanthan, 0,4 % Kräuter, Gewürze ",250 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,,Deutschland,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,
40,Zum Dorfkrug Joghurt Salatsauce,"2,19€","Zum Dorfkrug Joghurt Salatsauce 250 ml , Zum Dorfkrug Handel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42251-zum-dorfkrug-zum-dorfkrug-joghurt-salatsauce/,https://bilder.kolonial.no/local_products/1b634252-51bc-4106-88c8-3e5fa21be3c9.jpg?auto=format&fit=max&w=457&s=7a32264229527b1ef0ab30bcd6bf295f,1.60 g,1.80 g,,5.60 g,5.60 g,2.10 g,15 g,682 kJ / 165 kcal,"Zum Dorfkrug Handel GmbH & Co. KG, Rudolf-Diesel-Straße 6-10, 21629 Neu Wulmstorf, Deutschland",,,"51 % VOLLMILCHJOGHURT, Wasser, Rapsöl, Zucker, Salz, Zitronensaft,
Branntweinessig, Kräuter, Verdickungsmittel: Xanthan, Gewürze ",250 Milliliter,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,,Deutschland,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,
41,BIO COMPANY Bio Hummus Sesam,"2,09€","Hummus Aufstrich auf Basis von pürierten Kichererbsen mit Sesammus und orientalisch-aromatischer Note, abgeschmeckt mit Petersilie, Knoblauch und Kümmel. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52671-bio-company-bio-company-bio-hummus-sesam/,https://bilder.kolonial.no/local_products/b1bbe5b5-ecfa-4424-91d2-eae55596e131.jpg?auto=format&fit=max&w=450&s=a30d0f0cfd2158c8dd01ed9edcfdf22c,1.10 g,6.80 g,,3 g,13 g,,28 g,1386 kJ / 335 kcal,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,"Kichererbsen* gegart (60 %), Olivenöl*, Sonnenblumenöl*, SESAMMUS* (3 %), Agavendicksaft*, Zitronensaftkonzentrat*, Petersilie*, Knoblauch*, Meersalz, Kreuzkümmel*, Paprika* ",150 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,Bio-Produkt,,,,Erdnüsse.,,,,,,,,,,,
42,BIO COMPANY Bio Hummus Rote Beete,"2,09€","Hummus Aufstrich auf Basis von pürierten Kichererbsen mit Rote Beete und fruchtig-frischem Apfel, abgeschmeckt mit Kümmel und Zitronensaft. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52672-bio-company-bio-company-bio-hummus-rote-beete/,https://bilder.kolonial.no/local_products/c3da7805-23d6-4bb2-b75c-123019986bda.jpg?auto=format&fit=max&w=450&s=f82d93ca6eb44e690067066f39e16ef5,1.40 g,5 g,,9.20 g,16 g,,6.90 g,653 kJ / 156 kcal,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,"Kichererbsen* gegart 49 %, Rote Bete* gegart 19 %, Apfelwürfel*, konzentrierter Apfelsaft*, Sonnenblumenöl*, Weißweinessig*, konzentrierter Rote Bete-Saft*, Meersalz, konzentrierter Zitronensaft*, Kümmel*",150 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,Bio-Produkt,,,,"Erdnüsse, Sesamsamen.",,,,,,,,,,,
43,Zum Dorfkrug French Salatsauce,"1,99€","Zum Dorfkrug French Salatsauce 250 ml , Zum Dorfkrug Handel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55195-zum-dorfkrug-zum-dorfkrug-french-salatsauce/,https://bilder.kolonial.no/local_products/df11bacb-b07a-45fd-befd-75a1d8695c59.jpg?auto=format&fit=max&w=457&s=d476a4260bb89d72ee3e335487e0d340,2 g,1.10 g,,6 g,6.20 g,3 g,38 g,1534 kJ / 372 kcal,"Zum Dorfkrug Handel GmbH & Co. KG, Rudolf-Diesel-Straße 6-10, 21629 Neu Wulmstorf, Deutschland",,,"Rapsöl, Wasser, VOLLMILCHJOGHURT, 6 % SENF (Wasser, SENFSAATEN,
Branntweinessig, Salz, Zucker, Gewürze), Apfelsaftkonzentrat, EIGELB, Zucker,
Branntweinessig, Salz, Knoblauch, Zitronensaft, Verdickungsmittel: Xanthan, Kräuter,
Gewürze ",250 Milliliter,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,,Deutschland,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,
44,Zum Dorfkrug Salatsauce Honig Senf,"1,49€","Zum Dorfkrug Honig-Senf Salatsauce 250ml , Zum Dorfkrug Handel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45523-zum-dorfkrug-zum-dorfkrug-salatsauce-honig-senf/,https://bilder.kolonial.no/local_products/4620a87d-5247-42c2-975e-6c7125f3b5d8.jpg?auto=format&fit=max&w=457&s=e4e8bb7e45d1ba91f48153d98890bad4,1.60 g,0.60 g,,8.70 g,9.80 g,2.20 g,32 g,1361 kJ / 330 kcal,"Zum Dorfkrug Handel GmbH & Co. KG, Rudolf-Diesel-Straße 6-10, 21629 Neu Wulmstorf, Deutschland",,,"Wasser, Rapsöl, 8 % SENF (Wasser, SENFSAATEN, Branntweinessig, Salz, Zucker,
Gewürze, Weißweinessig, Sherryessig), Zwiebeln, 6 % Honig, Zucker, Branntweinessig,
Salz, modifizierte Stärke, Verdickungsmittel: Xanthan, Gewürze ",250 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,,Deutschland,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,
45,BIO COMPANY Bio Oliven-Mix mit Kräutern,"3,29€","Entsteinte schwarze und grüne Oliven aus Spanien und Griechenland, aromatisch-intensiv in verschiedenen mediterranen Kräutern und Olivenöl mariniert. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52583-bio-company-bio-company-bio-oliven-mix-mit-krauter/,https://bilder.kolonial.no/local_products/5fca5a6a-3b86-4a9d-bcc6-b46a9b4ae625.jpg?auto=format&fit=max&w=450&s=7c0bae14f1404182ddcbea21e1f7d286,2.60 g,1.30 g,,0.50 g,1 g,,22 g,851 kJ / 207 kcal,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,"Schwarze Oliven* und grüne Oliven* (92 %), Kräuter* (3 %: Basilikum*, Petersilie*, Oregano*, Thymian*, Rosmarin*), Sonnenblumenöl*, Meersalz,  Olivenöl*, Zitronensaftkonzentrat*, Kartoffelflocken*",125 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,Bio-Produkt,,,,,,,,,,,,,,,
46,Zum Dorfkrug Sylter Salatfrische leicht,"1,99€","Sylter Salatfrische Die Leichte 250 ml , Zum Dorfkrug Handel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46317-zum-dorfkrug-zum-dorfkrug-sylter-salatfrische-leic/,https://bilder.kolonial.no/local_products/fac67b97-8509-436d-a1ac-261e5a91bf08.jpg?auto=format&fit=max&w=458&s=94443a7e483d345d98d179be898b013d,1.30 g,0.50 g,,8.10 g,10 g,1.10 g,15 g,752 kJ / 182 kcal,"Zum Dorfkrug Handel GmbH & Co. KG, Rudolf-Diesel-Straße 6-10, 21629 Neu Wulmstorf, Deutschland",,,"Wasser, Rapsöl, Zucker, Zwiebeln, Branntweinessig, Tapiokastärke, Salz,
Verdickungsmittel: Carrageen, modifizierte Stärke, Säuerungsmittel: Kaliumtartrate,
natürliches Aroma",250 Milliliter,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,,Deutschland,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,
47,BIO COMPANY Bio Couscous-Salat,"3,19€","Frischer, würzig-aromatischer CousCous-Salat mit Karotten, Lauch, Paprika und Tomaten verfeinert und fein abgeschmeckt mit Zitronensaft und Kurkuma. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52784-bio-company-bio-company-bio-couscous-salat/,https://bilder.kolonial.no/local_products/d9f4fcba-ddd7-4da5-97b7-7dc16b93134f.jpg?auto=format&fit=max&w=1000&s=ba8031400d8166ad0582ffd2e9973e4c,1.90 g,4.70 g,,3.30 g,21 g,2.70 g,23 g,1306 kJ / 315 kcal,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",Deutschland,,"Couscous* (27 % HartWEIZEN* und Wasser), Sonnenblumenöl*, Linsen* (14 %), Karotten* (10 %), Olivenöl*, Petersilie*, Lauch* (6 %), Paprika*, Tomaten*, Meersalz, Agavendicksaft*, Knoblauch*, konzentrierter Apfelsaft*, konzentrierter Zitronensaft*, Branntweinessig*, Paprika edelsüß*, Peperoni*, Kurkuma* ",200 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,Bio-Produkt,,,,,,,,,,,,,,,
48,Noa Hummus Paprika-Chili,"2,49€","Pflanzlich geniessen NOA

Zum Dippen, Snacken & Streichen

Ohne Gentechnik, Vegan, Glutenfrei

Unter Schutzatmosphäre verpackt , Noa GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46510-noa-noa-hummus-paprika-chili/,https://bilder.kolonial.no/local_products/5c420361-17f2-4dee-b9b2-1a903ceb2951.jpg?auto=format&fit=max&w=1000&s=7be722c7807515a1a1b21da0c7f4607a,1.30 g,6 g,,3 g,11.50 g,2.10 g,22 g,1155 kJ / 279 kcal,"Noa GmbH & Co. KG, Karwendelstraße 6-16, 86807 Buchloe, Deutschland",Deutschland,,"Gekochte Kichererbsen (46%) (Wasser, Kichererbsen), Rapsöl, Wasser, Paprikapüree (9%), SESAMMUS (5%), Tomatenmark, Rohrohrzucker, Knoblauch, Speisesalz, Säuerungsmittel Citronensäure, Chili, Gewürz. ",175 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,,,,,,,,,,,,,,,,
49,Zum Dorfkrug Sylter Salatfrische,"2,89€","Sylter Salatfrische 500 ml , Zum Dorfkrug Handel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46783-zum-dorfkrug-zum-dorfkrug-sylter-salatfrische/,https://bilder.kolonial.no/local_products/5717f201-7f0a-4f80-a64b-301dbebf3220.jpg?auto=format&fit=max&w=357&s=dcd58177f7fb67f5c185189b8ae54ca6,1.40 g,0.50 g,,8.30 g,9.90 g,2.20 g,29 g,1261 kJ / 305 kcal,"Zum Dorfkrug Handel GmbH & Co. KG, Rudolf-Diesel-Straße 6-10, 21629 Neu Wulmstorf, Deutschland",,,"Wasser, Rapsöl, Zucker, Zwiebeln, EIGELB, Branntweinessig, Tapiokastärke, Salz,
Verdickungsmittel: Carrageen, Säuerungsmittel: Kaliumtartrate, natürliches Aroma ",500 Milliliter,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,,Deutschland,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,
50,Zum Dorfkrug Sylter Salatfrische,"1,99€","Sylter Salatfrische 250 ml , Zum Dorfkrug Handel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43787-zum-dorfkrug-zum-dorfkrug-sylter-salatfrische/,https://bilder.kolonial.no/local_products/bd758902-126e-47e4-9366-3a98e22a59a0.jpg?auto=format&fit=max&w=458&s=c126e6e9232a0dc446ab96cc2c1c29cc,1.40 g,0.50 g,,8.30 g,9.90 g,2.20 g,29 g,1261 kJ / 305 kcal,"Zum Dorfkrug Handel GmbH & Co. KG, Rudolf-Diesel-Straße 6-10, 21629 Neu Wulmstorf, Deutschland",,,"Wasser, Rapsöl, Zucker, Zwiebeln, EIGELB, Branntweinessig, Tapiokastärke, Salz,
Verdickungsmittel: Carrageen, Säuerungsmittel: Kaliumtartrate, natürliches Aroma ",250 Milliliter,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,,,,Deutschland,,,,,,,,,,,,,,
51,Kühlmann Sweet Honey Peppers,"3,29€","Sweet Honey Peppers 150g , Heinrich Kuhlmann GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45232-kuhlmann-kuhlmann-sweet-honey-peppers/,https://bilder.kolonial.no/local_products/76fb4c70-9457-444d-9f69-568d8d4456ca.jpg?auto=format&fit=max&w=476&s=200999e3eb6701953944791f1181665b,1.30 g,2.10 g,,6 g,6.90 g,4.90 g,11.70 g,593 kJ / 143 kcal,"Heinrich Kuhlmann GmbH, Im Thüle 26, 33397 Rietberg, Deutschland",,,"Milde Paprika 47 %, FRISCHKÄSE 25 %, Oliven geschwärzt (grüne Oliven, Speisesalz, Stabilisator: Eisen(II)-gluconat; Säuerungsmittel: Milchsäure), grüne Peperoni, Rapsöl, Tomatenpaprika, Kräuter, Branntweinessig, Mango-Chutney (Zucker, Mango, Branntweinessig, Knoblauch, 
Speisesalz, Gewürze), Stärke, Honig, Zucker, SENFSAATEN, Speisesalz, Curry, Gewürze, 
Festigungsmittel: Calciumchlorid, Säuerungsmittel: Citronensäure.
Trotz größter Sorgfalt können vereinzelt Olivensteine oder Teile von Olivensteinen enthalten sein. ",150 Gramm,täglich,Schnelle Küche,"Antipasti, Salate & Soßen",oda,6 Tage,,,Deutschland,,,,,,,,,,,,,,
