,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lieferant,Ursprungsland,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,Frischegarantie (mindestens),PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Eigenschaften,Ursprungsregion,Ballaststoffe,Lagerung,Kann Spuren enthalten von ,Abtropfgewicht,Variables Gewicht,Beschreibung,Inverkehrbringer,Hinweis,mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Besonderheiten,Gewichtsklasse,Güteklasse,Größe,Handelsklasse,Size,Delivery days,Freshness guarantee,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Alpro anzeigen,Natrium,Pfand
349,Bresso feine Kräuter Frischkäsezub.60% Fitr.,"2,29€","BRESSO steht für unbeschwerten Frischkäse-Genuss & provenzalisch-mediterrane Lebensweise. 
Die hohe Qualität der vielfältigen Zutaten kombiniert mit locker aufgeschlagenem Frischkäse machen unseren BRESSO so besonders.
Tauchen Sie ein in den intensiven Genuss dieser aromatischen Mischung von feinen Kräutern und Knoblauch.
BRESSO. BESTE ZUTATEN IN LUFTIG-LOCKEREN FRISCHKÄSE.
OHNE GENTECHNIK, gemäß dem deutschen EG-Gentechnik-Durchführungsgesetz.

62% Fett i.Tr./F.i.T. , EDELWEISS GMBH & CO KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46404-bresso-bresso-feine-krauter-frischkasezub-60-fitr/,https://bilder.kolonial.no/local_products/2be96e59-e572-4143-aff6-22e6c4a80bc1.jpg?auto=format&fit=max&w=1000&s=5783aca3987f283d95a35b1bf0cd4523,1.20 g,7.10 g,2.80 g,4.90 g,14 g,21 g,981 kJ / 237 kcal,"EDELWEISS GMBH & CO KG, D-87435 Kempten, Deutschland",Deutschland,"FRISCHKÄSE, CRÈME FRAÎCHE, BUTTER, Kräuter, Stärke, Speisesalz, Knoblauch, Pfeffer, Stickstoff zum Aufschlagen. ",150 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,,,,,,,,,,,,,,,,,,,,,,
350,Jeden Tag Gouda leicht Scheiben 30% F.i.Tr,"2,29€","Gouda in Scheiben - light. , DMK Deutsches Milchkontor GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45151-jeden-tag-jeden-tag-gouda-leicht-scheiben-30-f-i-t/,https://bilder.kolonial.no/local_products/34a5f8f6-309c-47be-9a41-82e7a3b922af.jpg?auto=format&fit=max&w=696&s=bc4e60877e307ccbcb7ab8dcbb83fb37,1.80 g,28 g,,,16 g,16 g,1077 kJ / 257 kcal,"DMK Deutsches Milchkontor GmbH, 27400 Zeven, Deutschland",,"Pasteurisierte KUHMILCH, Salz, Reifungskulturen, mikrobielles Lab. Unter Schutzatmosphäre verpackt. ",200 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,Deutschland,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,,,,,,,,
351,Bresso mit Kräutern aus der Provence,"2,29€","BRESSO steht für unbeschwerten Frischkäse-Genuss & provenzalisch-mediterrane Lebensweise. 
Die hohe Qualität der vielfältigen Zutaten kombiniert mit locker aufgeschlagenem Frischkäse machen unseren BRESSO so besonders.
Die Qualität der exklusiv von BRESSO verwendeten Kräuter wird durch die Auswahl eigener Setzlinge & deren Anbau in der Provence garantiert. 
BRESSO. BESTE ZUTATEN IN LUFTIG-LOCKEREN FRISCHKÄSE.
OHNE GENTECHNIK, gemäß dem deutschen EG-Gentechnik-Durchführungsgesetz.

62% Fett i.Tr. , EDELWEISS GMBH & CO KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47332-bresso-bresso-mit-krautern-aus-der-provence/,https://bilder.kolonial.no/local_products/6d517a56-ac6a-4340-8099-89e8ec7b4904.png?auto=format&fit=max&w=1000&s=fb9b759866fbdb52358845b148f866ec,1.10 g,7.20 g,2.80 g,4.40 g,14 g,21 g,974 kJ / 235 kcal,"EDELWEISS GMBH & CO KG, D-87435 Kempten, Deutschland",Deutschland,"FRISCHKÄSE, CREME FRAÎCHE, BUTTER, Kräuter der Provence, Kräuter, Stärke, Gewürze, Speisesalz, natürliche Aromen, Stickstoff zum Aufschlagen. Kann Spuren von Sellerie enthalten. ",150 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,Sellerie.,,,,,,,,,,,,,,,,,,
352,Rücker Ostsee-Cheddar fein würzig 50% Fett i.Tr,"2,39€","Aus einer britischen Rezeptur entwickelte Klaus Rücker einen echt norddeutschen Klassiker, den Rücker Ostsee Cheddar. Echt lecker, echt anders! Der Ostsee Cheddar ist einzigartig: Nicht nur ist er – aufgrund der Küstenbauernmilch, der Reifung und Verpackung in Wismar – ein durch und durch norddeutscher Cheddar, er ist in Deutschland auch der einzige Cheddar, der mehrere Wochen mit besonderen Rücker Rotkulturen auf natürlichen Fichtenholzbrettern reift. Diese einzigartige Rezeptur macht ihn zu einem typischen, naturgereiften Rücker Käse. Ein fein-würziges Geschmackserlebnis mit geschmeidiger Konsistenz. Vielseitig verwendbar und herrlich aromatisch, lässt er den Hartkäse von der britischen Insel ziemlich blass aussehen. , Heiderbeck GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44517-rucker-rucker-ostsee-cheddar-fein-wurzig-50-fett-i/,https://bilder.kolonial.no/local_products/fab8abb5-d1fc-4939-82fb-a4c0ee4bda13.jpg?auto=format&fit=max&w=725&s=977d976d05fb860b62123e547838f115,1.70 g,25 g,,,32 g,32 g,1618 kJ / 387 kcal,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Deutschland",,"Pasteurisierte KUHMILCH, Salz, Reifekulturen, Labaustauschstoff (mikrobielles Lab), Farbstoff: Beta Carotin (E160a) Rotschmierekultur zur Oberflächenreifung (nahezu vollständig durch Waschen entfernt). ",100 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,,,,,,,,,,,,,,,,,,,,,,
353,Bresso Traditionelle feine Kräuter 70% Fett i.Tr.,"3,29€","WIE FRÜHER KALT GERÜHRT.
GENIEßEN SIE BRESSO TRADITIONELLE - MIT DEM AROMATISCH-WÜRZIGEM GESCHMACK VON FEINEN KRÄUTERN.

Unter Schutzatmosphäre verpackt. Doppelrahmstufe. , FROMARSAC hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50647-bresso-bresso-traditionelle-feine-krauter-70-fett/,https://bilder.kolonial.no/local_products/042effa9-7f2e-4662-ac86-914fcc17d978.jpg?auto=format&fit=max&w=1000&s=68f5384100b2b1d68fb34e867ef557f7,1.10 g,7 g,2.30 g,3 g,24.50 g,34.50 g,1447 kJ / 351 kcal,"FROMARSAC, SAVENCIA Fromage & Dairy Deutschland GmbH, Dwight-D.-Eisenhower-Straße 6 · 65197 Wiesbaden",Frankreich,"FRISCHKÄSE (pasteurisierte KUHMILCH, pasteurisierte SAHNE, Speisesalz, Käsereikulturen), Kräuter, Knoblauch, Zwiebel, Pfeffer. Kann Spuren von Schalenfrüchten (Walnuss, Mandel und Haselnuss) und Ziegenmilch enthalten. ",150 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,,,,Nüssen.,,,,,,,,,,,,,,,,,,
354,Old Amsterdam mild & jung Scheiben,"3,19€","OLD AMSTERDAM JUNG SCHNITTKÄSE 50% FETT i.Tr. SCHEIBEN 165G , Westland Kaas Groep B.V. (DAS) hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50643-old-amsterdam-old-amsterdam-mild-jung-scheiben/,https://bilder.kolonial.no/local_products/68de3c76-e350-432c-a474-656ab810329b.jpg?auto=format&fit=max&w=749&s=d0e1daf9dcb1a0b1709048f45113d2d0,1.50 g,22.60 g,0 g,0 g,22.50 g,32.50 g,1587 kJ / 383 kcal,"Westland Kaas Groep B.V. (DAS), Zuiderzee 5, 271 EP Huizen, Niederlande",,"KUHMILCH, Salz, Starterkulturen (MILCH), Lab, Konservierungsstoff E 251 Natriumnitrat, Farbstoff E 160b (ii) Annatto-Norbixin. ",165 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,Niederlande,,,,,,,,,,,,,,,,,,,,,
355,Le Tartare feine Kräuter 70% Fett i.Tr.,"3,29€","Le Tartare, die bekannte Frischkäse-Spezialität aus dem Périgord, wird nach traditionellem Rezept gefertigt. Er schmeckt einzigartig intensiv-frisch, weil die saftigen Kräuter und Knoblauchstückchen besonders aromaschonend erst nach dem Pasteurisieren des sahnigen Frischkäses hinzugefügt werden!

Unter Schutzatmosphäre verpackt. Doppelrahmstufe. , FROMARSAC hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52204-le-tartare-le-tartare-feine-krauter-70-fett-i-tr/,https://bilder.kolonial.no/local_products/a079838a-d7bb-4bf0-a7f2-ba7602de5c20.jpg?auto=format&fit=max&w=1000&s=f3764fabd8d63ed4fe62d4b7869a57d8,1.10 g,7 g,2.30 g,2.30 g,25 g,35 g,1453 kJ / 352 kcal,"FROMARSAC, SAVENCIA Fromage & Dairy Deutschland GmbH, Dwight-D.-Eisenhower-Straße 6 · 65197 Wiesbaden",Frankreich,"Pasteurisierte KUHMILCH, pasteurisierte SAHNE/RAHM, Knoblauch, Kräuter, Speisesalz, Pfeffer. Kann Spuren von Schalenfrütchten enthalten. ",150 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,,,,Nüssen.,,,,,,,,,,,,,,,,,,
356,Bresso Feine Häppchen Kräuter 31% Fett absolut,"3,29€"," , Edelweiss GmbH & Co.KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42647-bresso-bresso-feine-happchen-krauter-31-fett-absol/,https://bilder.kolonial.no/local_products/ef60c6fe-b64c-4ae8-95ba-658a5b48bba8.jpg?auto=format&fit=max&w=1000&s=b000e02c6d8936778968873ec654f43f,1.30 g,9 g,3 g,3 g,22 g,31 g,1351 kJ / 327 kcal,Edelweiss GmbH & Co.KG,,"FRISCHKÄSE (pasteurisierte KUHMILCH, pasteurisierter RAHM, Speisesalz, Käsereikulturen), rote Paprika, weißer Pfeffer, schwarzer Pfeffer, grüner Pfeffer, Nelkenpfeffer, Basilikum, Thymian, Schnittlauch.
Kann Spuren von Fisch, Ziegenmilch und Schalenfrüchten enthalten. ",100 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,,,,,,,,,,,,,,,,,,,,,,
357,Old Amsterdam pikant & cremig Scheiben,"3,19€","OLD AMSTERDAM PIKANT SCHNITTKÄSE 50% FETT i.Tr. SCHEIBEN 145G , Westland Kaas Groep B.V. (DAS) hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45196-old-amsterdam-old-amsterdam-pikant-cremig-scheiben/,https://bilder.kolonial.no/local_products/0bb39314-582b-42f3-bb21-fd936c5c75d2.jpg?auto=format&fit=max&w=885&s=99474bd797d5d540aad92677427dca84,1.60 g,23.90 g,0 g,0 g,23.80 g,34.30 g,1675 kJ / 404 kcal,"Westland Kaas Groep B.V. (DAS), Zuiderzee 5, 271 EP Huizen, Niederlande",,"KUHMILCH, Salz, Starterkulturen (MILCH), Lab, Konservierungsstoff E 251 Natriumnitrat, Farbstoff E 160b (ii) Annatto-Norbixin. ",145 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,Niederlande,,,,,,,,,,,,,,,,,,,,,
358,Fol Epi Duo classic/caractére 50% Fett I.Tr.,"2,49€","So schmeckt Finesse! Die genussvolle Kombination von Fol Epi für mehr Vielfalt und Abwechslung in einem praktischen Format. -Jede Sorte kann einzeln abgetrennt und geöffnet werden. Fol Epi Classic: nussig und mild mit zartschmelzender Konsistenz. Fol Epi Caractère: würzig und intensiv mit zartschmelzender Konsistenz.  Herkunft: Das Loire-Tal.  Hier wird Fol Epi in dem idyllischen Städtchen Château-Gontier mit viel Liebe, Können und außerordentlicher Sorgfalt aus französischer Milch hergestellt.

Unter Schutzatmosphäre verpackt. P1 - Caractère:Durch längere Reifezeit können sich weisse Kristalle bilden als Zeichen hoher Qualtität. Von Natur aus laktosefrei (Laktosegehalt<0.1%), 50% Fett i.Tr. , FROMAGERIES PERREAULT SAS hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45418-fol-epi-fol-epi-duo-classic-caractere-50-fett-i-tr/,https://bilder.kolonial.no/local_products/4bb333f5-6bc5-4fa1-9b7b-6494392bac19.jpg?auto=format&fit=max&w=1000&s=24faf0616737d8fd55814a230c4df5ef,1.60 g,25 g,0.50 g,0.50 g,21 g,,1498 kJ,"FROMAGERIES PERREAULT SAS, 6 Rue de Bellitourne, 53200 Château-Gontier-sur-Mayenne, Frankreich",Frankreich,"P1 - Caractère : Pasteurisierte KUHMILCH, Speisesalz, Käsereikulturen, mikrobielles Lab, Farbstoffe: Carotin, Zuckerkulör(1). (1)in der Rinde. Essbarer Rinde. Kann Spuren von Schafsmilch, Ziegenmilch, Haselnüssen, Cashewkernen und Eiklar enthalten.
P2 - Classic : Pasteurisierte KUHMILCH, Speisesalz, Käsereikulturen, mikrobielles Lab, Farbstoffe(1): Carotin, Zuckerkulör. (1)in der Rinde. Essbarer Rinde. Kann Spuren von Schafsmilch, Ziegenmilch, Haselnüssen, Cashewkernen und Eiklar enthalten. ",120 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,,,,"Eier, Nüssen.",,,,,,,,,,,,,,,,,,
359,Bresso Portionen Feine Kräuter 70% FiTr.,"2,29€","BRESSO steht für unbeschwerten Frischkäse-Genuss & provenzalisch-mediterrane Lebensweise. Eine Frischkäse-Spezialität mit feinen Kräutern veredelt und mit Knoblauch raffiniert abgerundet – unser Klassiker unter den BRESSO Frischkäse-Portionen – mit aromatischer Geschmacksnote. Als Packung mit acht praktischen Portionen erhältlich. , FROMAGERIE GRAND'OUCHE SAS hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45973-bresso-bresso-portionen-feine-krauter-70-fitr/,https://bilder.kolonial.no/local_products/4be8b162-a3f0-44c6-b5ad-f65846c6c5bf.jpg?auto=format&fit=max&w=1000&s=695a65ed6cf92b749a9ab81fe68defb9,1.20 g,9.20 g,2.40 g,3 g,23 g,32 g,1391 kJ / 337 kcal,"FROMAGERIE GRAND'OUCHE SAS, Périgueux Cédex 9 , Marsac sur L'Isle 24052, France / Frankreich",Frankreich,"FRISCHKÄSE (pasteurisierte KUHMILCH, pasteurisierte SAHNE/RAHM), Speisesalz, Knoblauch, Kräuter, Pfeffer, Konservierungsstoff (Kaliumsorbat). Dieser Frischkäse kann Spuren von Schalenfrüchten und Ziegenmilch enthalten. ",120 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,,,,Nüssen.,,,,,,,,,,,,,,,,,,
360,Fol Epi Scheiben Caractere 50% FiTr.,"2,49€","FOL EPI CARACTERE SCHEIBEN 130G , FROMAGERIES PERREAULT SAS hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44541-fol-epi-fol-epi-scheiben-caractere-50-fitr/,https://bilder.kolonial.no/local_products/845e74f8-c4fb-4ebc-ba62-208221215cf5.jpg?auto=format&fit=max&w=1000&s=3b8ba3144ba1c54ecf83526de74cbc0e,1.60 g,26 g,0.50 g,0.50 g,20 g,29 g,1515 kJ / 365 kcal,"FROMAGERIES PERREAULT SAS, 6 Rue de Bellitourne, 53200 Château-Gontier-sur-Mayenne, Frankreich",Frankreich,"pasteurisierte KUHMILCH, Speisesalz, Käsereikulturen, mikrobielles Lab, Farbstoffe: Carotin, Zuckerkulör(1). (1)in der essbaren Rinde. 
Kann Spuren von Schafs- und Ziegenmilch, Haselnüssen, Cashewkernen und Eiklar enthalten. ",130 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,,,,"Eier, Nüssen.",,,,,,,,,,,,,,,,,,
361,Castello Frischkäse-Zubereitung Ananas 70% FiTr,"2,59€","Dänische Frischkäsezubereitung, wärmebehandelt. Doppelrahmstufe. , Arla Foods Inc. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45615-castello-castello-frischkase-zubereitung-ananas-70/,https://bilder.kolonial.no/local_products/2e9f18c2-4a2e-449e-9531-091bfbe575f9.jpg?auto=format&fit=max&w=1000&s=89a27273d5f89f134ceac8d3590eb7b1,0.58 g,8.30 g,14 g,14 g,25 g,25 g,1321 kJ / 316 kcal,"Arla Foods Inc., Wahlerstraße 2, 40472 Düsseldorf, Deutschland",,"Pasteurisierter FRISCHKÄSE, MILCHEIWEISS, 8% MANDELN, 8% kandierte Papaya (Papaya, Rohrzucker, Reismehl, Säureregulator: Citronensäure), 8% Ananas, 5% Ananassaftkonzentrat, Zucker, MILCHEIWEIß, Speisegelatine, Speisesalz, Verdickungsmittel: Johannisbrotkernmehl, Zitrusfasern, Konservierungsstoff: Sorbinsäure. Unter Schutzatmosphäre verpackt. ",125 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,Dänemark,,,,,,,,,,,,,,,,,,,,,
362,Fol Epi Scheiben classic 50% Fett i.Tr.,"2,65€","So schmeckt Finesse! Käsegenuss aus dem Herzen Frankreichs. -Mit Fol Epi Classic genießt du den für Fol Epi typischen nussig -milden Geschmack und die zartschmelzende Konsistenz. Fol Epi wird im Loire-Tal in dem idyllischen Städtchen Château-Gontier mit viel Liebe, Können und außerordentlicher Sorgfalt aus französischer Milch hergestellt.

Unter Schutzatmosphäre verpackt.; 50% Fett i.Tr./F.i.T. , FROMAGERIES PERREAULT SAS hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42484-fol-epi-fol-epi-scheiben-classic-50-fett-i-tr/,https://bilder.kolonial.no/local_products/ede10124-bd16-49ed-984d-6a789ed2ec5e.jpg?auto=format&fit=max&w=1000&s=7e137fe25c849c5e3ac9c12ac781a849,1.40 g,25 g,0.50 g,0.50 g,19 g,28 g,1461 kJ / 352 kcal,"FROMAGERIES PERREAULT SAS, 6 Rue de Bellitourne, 53200 Château-Gontier-sur-Mayenne, Frankreich",Frankreich,"pasteurisierte KUHMILCH, Speisesalz, Käsereikulturen, mikrobielles Lab, Farbstoffe(1): Carotin, Zuckerkulör. (1)in der essbaren Rinde.
Kann Spuren von Schafs- und Ziegenmilch, Haselnüssen, Cashewkernen und Eiklar enthalten. ",150 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,,,,"Eier, Nüssen.",,,,,,,,,,,,,,,,,,
363,Castello Frischkäse-Zubereitung Schnittl.70%,"2,09€","Frisch mit leichter Schärfe und deutlicher pikanter Schnittlauchnote sowie einem Hauch von schwarzem Pfeffer. Cremig und streichbar. , Arla Foods Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52216-castello-castello-frischkase-zubereitung-schnittl/,https://bilder.kolonial.no/local_products/a7f738b4-3f90-4877-b30d-f4adb3eac5de.jpg?auto=format&fit=max&w=1000&s=9d53ced0aad546d190205914b947d547,0.70 g,8.10 g,3.70 g,3.70 g,28 g,28 g,1251 kJ / 299 kcal,"Arla Foods Deutschland GmbH, Wahlerstraße 2, 40470, Düsseldorf",,"Pasteurisierter FRISCHKÄSE, MILCHEIWEIß, 0,8% Schnittlauch (getrocknet), Speisesalz, Speisegelatine, 0,3% Frühlingszwiebeln (getrocknet), Verdickungsmittel. Johannisbrotkernmehl; weißer Pfeffer, Konservierungsstoff: Sorbinsäure. ",125 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,Dänemark,,,,,,,,,,,,,,,,,,,,,
364,Galbani Ricotta 40% FiTr,"2,59€","Ricotta, Molkeneiweißkäse, 44 % Fett i. Tr. , Lactalis Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45002-galbani-galbani-ricotta-40-fitr/,https://bilder.kolonial.no/local_products/a8f4064b-c973-479a-8ad5-8916aa13bdcc.jpg?auto=format&fit=max&w=1000&s=e4ee090ff5aeffbf238e53a556e2a881,0.40 g,8 g,4 g,5 g,9 g,13 g,702 kJ / 169 kcal,"Lactalis Deutschland GmbH, Am Yachthafen 2, 77694 Kehl, Deutschland",,"MOLKE, MILCH- und/oder MOLKERAHM, Salz,
Säuerungsmittel: Citronensäure, MILCHsäure ",250 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,Italien,,,,,,,,,,,,,,,,,,,,,
365,Le Rustique Gourmet-Scheiben für Burger&Toast,"2,95€","Gourmetscheiben für Burger & Toast, zartschmelzend und würzig. , CF & R hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55238-le-rustique-le-rustique-gourmet-scheiben-fur-burge/,https://bilder.kolonial.no/local_products/355713eb-4bc4-4341-9170-dad8abd87e29.jpg?auto=format&fit=max&w=737&s=1417a6aceb0dc9f0653b975a81280da7,1.70 g,23 g,0.10 g,0.50 g,18 g,26 g,1362 kJ / 326 kcal,"CF & R, BP 80085, FR-14503, Vire Cedex France",,"Pasteurisierte KUHMILCH, Salz, Käsereikulturen (enthalten MILCH), Konservierungsstoff in der Rinde: Natamycin. Laktosegehalt ",140 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,,,,,,,,,,,,,,,,,,,,,,
366,Alpenhain Obazda Doppelrahmstufe,"2,19€","Eine echt bayrische Käsepezialität mit Camembert aus frischer Alpenmilch, Rahm und den typischen Gewürzen. , Alpenhain Kasespezialitaten GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45458-alpenhain-alpenhain-obazda-doppelrahmstufe/,https://bilder.kolonial.no/local_products/65610c92-78c6-45d7-9ef0-d598ea978640.jpg?auto=format&fit=max&w=1000&s=21820fd0f5ec323092351d3b4263ed9e,1.70 g,13 g,1.50 g,3 g,19 g,29 g,1357 kJ / 328 kcal,"Alpenhain Kasespezialitaten GmbH, Lehen, D-83539 Pfaffing/Oberbayern, Deutschland",,53 % CAMEMBERT; RAHM; BUTTER; FRISCHKÄSE; Zwiebeln; Salz; Gewürze; Kümmel. ,125 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,Deutschland,,,,,,,,,,,,,,,,,,,,,
367,Bonbel unser Cremiger Butterkäse Scheiben 50% Fett i.Tr,"2,29€","laktosefrei 
Für Lakto-Vegetarier geeignet
Calcium-Quelle

(Laktose < 0,1g/100g) , Bel Suresnes hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45513-bonbel-bonbel-unser-cremiger-butterkase-scheiben-5/,https://bilder.kolonial.no/local_products/76a529ca-5252-42c5-94a2-f8910509083e.jpg?auto=format&fit=max&w=890&s=12e657826a62614ef76a6f68e978b761,1.80 g,22 g,0.10 g,0.10 g,18 g,27 g,1399 kJ / 337 kcal,"Bel Suresnes, Werner-von-Siemens-Ring 11, D - 85630 Grasbrunn, Deutschland",,"pasteurisierte MILCH, MILCHeiweiß, Speisesalz, Milchsäurebakterien (enthält MILCH), mikrobielles Lab, Farbstoff: Annatto Norbixin*; *in der Rinde. ",100 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,Frankreich,,,,,,,,,,,,,,,,,,,,,
368,Ammerländer unser Weide-Butterkäse 45% FiTr.,"2,19€","Ammerländer Weidekäse Butterkäse 45% Fett i. Tr. ohne Gentechnik,150g , Molkerei Ammerland eG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45707-ammerlander-ammerlander-unser-weide-butterkase-45/,https://bilder.kolonial.no/local_products/036dbc98-6819-4fa6-a296-cd3a3558799e.jpg?auto=format&fit=max&w=706&s=3e3501dce5817e3d62cd2f2b9d20e4e1,1.70 g,23 g,0.10 g,0.10 g,16 g,25 g,1319 kJ / 318 kcal,"Molkerei Ammerland eG, Oldenburger Landstraße 1a, D-26215 Wiefelstede-Dringenburg, Deutschland",,"Pasteurisierte MILCH (100% Weidemilch), Speisesalz, Käsereikulturen, mikrobielles Lab ",150 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,Deutschland,,,,,,,,,,,,,,,,,,,,,
369,Rotkäpp.Landrahm Natur 25%,"1,65€","Rotkäppchen Frischer Landrahm Natur ist ein leichter Brotaufstrich, der sich auch ideal für die Zubereitung von Soßen, Dressings und Dips eignet. Auch beim Kochen und Backen ist der cremige Rotkäppchen Frischer Landrahm vielseitig verwendbar. , Rotkäppchen Peter Jülich GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47708-rotkappchen-rotkapp-landrahm-natur-25/,https://bilder.kolonial.no/local_products/c1bdca1d-9fe4-4c37-8959-b5d223bc9240.jpg?auto=format&fit=max&w=1000&s=91651f70a00780e92db1250d26dca2d8,0.81 g,5.40 g,2.50 g,2.70 g,16 g,24 g,1040 kJ / 249 kcal,"Rotkäppchen Peter Jülich GmbH & Co. KG, Planetenfeldstraße 116, D-44379 Dortmund, Deutschland",,"KUHRAHM 93,5%, Kartoffelstärke, MILCHEIWEIß, Wachsmaisstärke, Speisesalz, Verdickungsmittel: Johannisbrotkernmehl, Pektin; Säuerungskulturen (enthalten MILCH). Mit Stickstoff aufgeschlagen. ",150 Gramm,täglich,,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,,,,,,,,,,,,,,,,,,,,,,
370,Galbani Santa Lucia Mascarpone 80% FiTr,"3,79€","Mascarpone ist ein cremiger Frischkäse, der aus der Lombardei im Norden Italiens stammt. Den Namen ""Mascarpone"" verdankt er dem Wort ""mascherpa"", welches dem lombardischen Dialekt entstammt und ""Quark"" bedeutet. Mascarpone ist ein außergewöhnlicher Käse: angenehm milder Geschmack und einzigartige Cremigkeit zeichnen ihn aus und machen ihn zur perfekten Zutat für viele süße und herzhafte Rezepte mit besonderer italienischer Note. Sehr häufig wird Mascarpone in Verbindung mit Tiramisu genannt. Dabei kann Mascarpone noch für viele weitere Rezepte verwendet werden: süße Rezepte für Desserts und Torten oder herzhafte Rezepte für Saucen, Snacks oder Pizza. Mit seinem einzigartigen Geschmack passt Mascarpone einfach immer. , Lactalis Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46431-galbani-galbani-santa-lucia-mascarpone-80-fitr/,https://bilder.kolonial.no/local_products/257f5134-620b-433c-a95b-4bc8616bd7a6.jpg?auto=format&fit=max&w=1000&s=9a9f0e9d69ef17b0bbfad3602ceb0f8b,0.10 g,4.80 g,4.50 g,4.50 g,41.50 g,41.50 g,1700 kJ / 406 kcal,"Lactalis Deutschland GmbH, Am Yachthafen 2, 77694 Kehl, Deutschland",,"pasteurisierte KuhMILCH, Lab, Salz, Säuerungsmittel, Citronensäure ",250 Gramm,täglich,6 Tage,"Käse, Eier & Milchprodukte",Käse & Käsealternativen,oda,,Italien,,,,,,,,,,,,,,,,,,,,,
